"data","VelocVento","DirVento"
2005-04-19,4.16666666666667,"NE"
2005-04-20,5.29166666666667,"SE"
2005-04-21,5.08333333333333,"SE"
2005-04-22,5.58333333333333,"E"
2005-04-23,5,"E"
2005-04-24,4.625,"ENE"
2005-04-25,7.58333333333333,"NNE"
2005-04-26,8.41666666666667,"SSE"
2005-04-27,6,"ESE"
2005-04-28,4.08333333333333,"E"
2005-04-29,3.33333333333333,"SE"
2005-04-30,7.08333333333333,"SSE"
2005-05-01,6.41666666666667,"SE"
2005-05-02,5.79166666666667,"E"
2005-05-03,5.83333333333333,"SE"
2005-05-04,6.33333333333333,"ESE"
2005-05-05,5.66666666666667,"ENE"
2005-05-06,5.79166666666667,"ESE"
2005-05-07,3.91666666666667,"ESE"
2005-05-08,5.5,"ESE"
2005-05-09,4.54166666666667,"E"
2005-05-10,3.625,"NE"
2005-05-11,4.08333333333333,"NE"
2005-05-12,3.375,"C"
2005-05-13,5.125,"ENE"
2005-05-14,5.91666666666667,"NE"
2005-05-15,3.5,"NNW"
2005-05-16,4.41666666666667,"E"
2005-05-17,2.58333333333333,"NW"
2005-05-18,3.33333333333333,"WSW"
2005-05-19,3.66666666666667,"SE"
2005-05-20,4.375,"NW"
2005-05-21,9.54166666666667,"NW"
2005-05-22,5.58333333333333,"ESE"
2005-05-23,5.79166666666667,"ESE"
2005-05-24,7.91666666666667,"NNW"
2005-05-25,6.54166666666667,"WNW"
2005-05-26,3.91666666666667,"ESE"
2005-05-27,8.33333333333333,"ENE"
2005-05-28,6.75,"NE"
2005-05-29,5.375,"NE"
2005-05-30,5.29166666666667,"ESE"
2005-05-31,6.875,"E"
2005-06-01,5.66666666666667,"E"
2005-06-02,6.625,"NE"
2005-06-03,4.75,"NE"
2005-06-04,4.75,"NNE"
2005-06-05,6.54166666666667,"NE"
2005-06-06,3.79166666666667,"SE"
2005-06-07,6.16666666666667,"ESE"
2005-06-08,3.70833333333333,"ESE"
2005-06-09,5,"ESE"
2005-06-10,3.625,"ENE"
2005-06-11,4.5,"NE"
2005-06-12,5.20833333333333,"NNE"
2005-06-13,5.75,"NNE"
2005-06-14,3.79166666666667,"N"
2005-06-15,5.45833333333333,"NNE"
2005-06-16,4.79166666666667,"WNW"
2005-06-17,3.54166666666667,"NNW"
2005-06-18,7.54166666666667,"NW"
2005-06-19,7.70833333333333,"WNW"
2005-06-20,4.83333333333333,"WNW"
2005-06-21,7.125,"ESE"
2005-06-22,8.29166666666667,"ENE"
2005-06-23,4.33333333333333,"ENE"
2005-06-24,3.33333333333333,"E"
2005-06-25,4.375,"NE"
2005-06-26,5.625,"NW"
2005-06-27,4.75,"N"
2005-06-28,4.79166666666667,"NNE"
2005-06-29,4.58333333333333,"NNW"
2005-06-30,4.45833333333333,"SSE"
2005-07-01,3.45833333333333,"ENE"
2005-07-02,5,"NNW"
2005-07-03,5.33333333333333,"NNW"
2005-07-04,5.79166666666667,"NNW"
2005-07-05,4.16666666666667,"WNW"
2005-07-06,6.625,"SSE"
2005-07-07,8.58333333333333,"SSE"
2005-07-08,8.83333333333333,"ESE"
2005-07-09,7.08333333333333,"ESE"
2005-07-10,5.45833333333333,"E"
2005-07-11,6.75,"NE"
2005-07-12,4.625,"ESE"
2005-07-13,4.95833333333333,"E"
2005-07-14,6.41666666666667,"ENE"
2005-07-15,5.33333333333333,"NNW"
2005-07-16,9.54166666666667,"NNW"
2005-07-17,11.7083333333333,"WNW"
2005-07-18,3.25,"SSW"
2005-07-19,3.95833333333333,"SSE"
2005-07-20,5.75,"ESE"
2005-07-21,7.20833333333333,"ENE"
2005-07-22,2,"NE"
2005-07-23,1.79166666666667,"C"
2005-07-24,3.45833333333333,"SSE"
2005-07-25,5.375,"WNW"
2005-07-26,2.5,"C"
2005-07-27,2.33333333333333,"SE"
2005-07-28,1.20833333333333,"C"
2005-07-29,1.04166666666667,"ESE"
2005-07-30,1.54166666666667,"C"
2005-07-31,1.54166666666667,"C"
2005-08-01,3.58333333333333,"C"
2005-08-02,3.70833333333333,"ENE"
2005-08-03,3.54166666666667,"ESE"
2005-08-04,4.125,"E"
2005-08-05,4.375,"E"
2005-08-06,3.33333333333333,"ESE"
2005-08-07,5.375,"SE"
2005-08-08,5.79166666666667,"SSE"
2005-08-09,5.16666666666667,"SSE"
2005-08-10,12,"WNW"
2005-08-11,3.625,"WSW"
2005-08-12,5.20833333333333,"SE"
2005-08-13,6.79166666666667,"ENE"
2005-08-14,6.5,"NE"
2005-08-15,4.41666666666667,"S"
2005-08-16,4.66666666666667,"ESE"
2005-08-17,5.45833333333333,"NE"
2005-08-18,6.16666666666667,"SSE"
2005-08-19,5.95833333333333,"SSE"
2005-08-20,7.41666666666667,"E"
2005-08-21,7.375,"E"
2005-08-22,7,"NE"
2005-08-23,7.16666666666667,"NW"
2005-08-24,7.95833333333333,"NNW"
2005-08-25,7.91666666666667,"SSE"
2005-08-26,7.5,"E"
2005-08-27,5.95833333333333,"NW"
2005-08-28,5.5,"NW"
2005-08-29,8.125,"NNW"
2005-08-30,9.54166666666667,"WNW"
2005-08-31,7.95833333333333,"SSE"
2005-09-01,7.04166666666667,"NNE"
2005-09-02,5.91666666666667,"WSW"
2005-09-03,5.83333333333333,"S"
2005-09-04,9.70833333333333,"NNE"
2005-09-05,7.5,"NNW"
2005-09-06,5.45833333333333,"ESE"
2005-09-07,7.58333333333333,"ESE"
2005-09-08,8.16666666666667,"ESE"
2005-09-09,8.375,"NE"
2005-09-10,9.91666666666667,"NNE"
2005-09-11,7.625,"NNE"
2005-09-12,8.04166666666667,"S"
2005-09-13,6.45833333333333,"SSE"
2005-09-14,6.79166666666667,"ESE"
2005-09-15,7.33333333333333,"NNE"
2005-09-16,5.58333333333333,"SSE"
2005-09-17,6.70833333333333,"ESE"
2005-09-18,9.625,"NE"
2005-09-19,8.95833333333333,"NE"
2005-09-20,8.04166666666667,"SSE"
2005-09-21,6.04166666666667,"ESE"
2005-09-22,6.79166666666667,"E"
2005-09-23,6.95833333333333,"SSE"
2005-09-24,5.625,"E"
2005-09-25,6.20833333333333,"NW"
2005-09-26,7.41666666666667,"SSE"
2005-09-27,7.83333333333333,"SE"
2005-09-28,8.95833333333333,"ESE"
2005-09-29,7.91666666666667,"E"
2005-09-30,8.29166666666667,"SSE"
2005-10-01,5.04166666666667,"NE"
2005-10-02,5,"ESE"
2005-10-03,6.54166666666667,"ESE"
2005-10-04,7.04166666666667,"NE"
2005-10-05,5.45833333333333,"NNE"
2005-10-06,4.91666666666667,"SSE"
2005-10-07,5.83333333333333,"E"
2005-10-08,6.41666666666667,"NE"
2005-10-09,5.5,"SSE"
2005-10-10,5.41666666666667,"SSE"
2005-10-11,6.08333333333333,"E"
2005-10-12,5.04166666666667,"SSE"
2005-10-13,4.66666666666667,"NNW"
2005-10-14,6.41666666666667,"NW"
2005-10-15,6.41666666666667,"SE"
2005-10-16,7.5,"NE"
2005-10-17,3.70833333333333,"S"
2005-10-18,4.5,"SSE"
2005-10-19,7.04166666666667,"ESE"
2005-10-20,6.625,"E"
2005-10-21,6.41666666666667,"NE"
2005-10-22,8.375,"NW"
2005-10-23,6.29166666666667,"NW"
2005-10-24,6.66666666666667,"E"
2005-10-25,5.54166666666667,"ENE"
2005-10-26,4.45833333333333,"NE"
2005-10-27,5.70833333333333,"ESE"
2005-10-28,6.04166666666667,"NE"
2005-10-29,6.45833333333333,"SSE"
2005-10-30,6.41666666666667,"SE"
2005-10-31,6.16666666666667,"SSE"
2005-11-01,8.66666666666667,"SE"
2005-11-02,6.79166666666667,"ESE"
2005-11-03,6.70833333333333,"ESE"
2005-11-04,5.58333333333333,"ENE"
2005-11-05,4.625,"NE"
2005-11-06,5.75,"SSE"
2005-11-07,6.83333333333333,"SE"
2005-11-08,8.45833333333333,"ESE"
2005-11-09,10.125,"E"
2005-11-10,9.875,"E"
2005-11-11,8.70833333333333,"E"
2005-11-12,7.08333333333333,"E"
2005-11-13,5.91666666666667,"E"
2005-11-14,5.66666666666667,"NE"
2005-11-15,6.54166666666667,"NE"
2005-11-16,7.83333333333333,"NE"
2005-11-17,4.5,"E"
2005-11-18,5.625,"NNE"
2005-11-19,8.83333333333333,"NW"
2005-11-20,8.08333333333333,"S"
2005-11-21,7.5,"ESE"
2005-11-22,6.95833333333333,"NE"
2005-11-23,7.08333333333333,"NE"
2005-11-24,7.95833333333333,"WNW"
2005-11-25,6.875,"S"
2005-11-26,7.25,"SE"
2005-11-27,10.5416666666667,"ENE"
2005-11-28,8.875,"E"
2005-11-29,5,"NNE"
2005-11-30,9.25,"NNW"
2005-12-01,8.66666666666667,"NW"
2005-12-02,7.41666666666667,"SE"
2005-12-03,9.5,"E"
2005-12-04,7.41666666666667,"ENE"
2005-12-05,8.375,"NW"
2005-12-06,9.66666666666667,"NW"
2005-12-07,11.1666666666667,"ESE"
2005-12-08,8.54166666666667,"E"
2005-12-09,5.83333333333333,"SSE"
2005-12-10,6.58333333333333,"SE"
2005-12-11,7.83333333333333,"SE"
2005-12-12,7.45833333333333,"ESE"
2005-12-13,7,"ESE"
2005-12-14,7.20833333333333,"SE"
2005-12-15,6.54166666666667,"ESE"
2005-12-16,7.875,"NNE"
2005-12-17,12.75,"NNW"
2005-12-18,9.875,"NW"
2005-12-19,10.9166666666667,"NW"
2005-12-20,7.70833333333333,"NW"
2005-12-21,5.04166666666667,"ESE"
2005-12-22,5.375,"NNE"
2005-12-23,4.91666666666667,"NNE"
2005-12-24,6.45833333333333,"NNW"
2005-12-25,7.95833333333333,"SE"
2005-12-26,9.79166666666667,"E"
2005-12-27,8.33333333333333,"ESE"
2005-12-28,8.33333333333333,"SE"
2005-12-29,8.04166666666667,"E"
2005-12-30,7.41666666666667,"NE"
2005-12-31,7.5,"NW"
2006-01-01,7.66666666666667,"NNW"
2006-01-02,9.04166666666667,"NNW"
2006-01-03,9.04166666666667,"NNE"
2006-01-04,6.375,"NW"
2006-01-05,4.91666666666667,"NE"
2006-01-06,5,"NE"
2006-01-07,5.08333333333333,"ENE"
2006-01-08,4.45833333333333,"ENE"
2006-01-09,5.08333333333333,"ESE"
2006-01-10,6.20833333333333,"E"
2006-01-11,6.375,"NE"
2006-01-12,4.875,"SE"
2006-01-13,3.91666666666667,"ESE"
2006-01-14,4.875,"ESE"
2006-01-15,6.08333333333333,"SE"
2006-01-16,4.54166666666667,"ENE"
2006-01-17,6.33333333333333,"ENE"
2006-01-18,6.125,"SE"
2006-01-19,5.41666666666667,"ESE"
2006-01-20,5.75,"ESE"
2006-01-21,5.95833333333333,"NE"
2006-01-22,6.45833333333333,"ESE"
2006-01-23,3.625,"ESE"
2006-01-24,4.75,"NE"
2006-01-25,7.20833333333333,"NNE"
2006-01-26,6.75,"NW"
2006-01-27,5.375,"ESE"
2006-01-28,6.16666666666667,"E"
2006-01-29,3.95833333333333,"SE"
2006-01-30,4.875,"SE"
2006-01-31,5.125,"SE"
2006-02-01,4.91666666666667,"ESE"
2006-02-02,5.625,"E"
2006-02-03,4.625,"ENE"
2006-02-04,5.125,"NE"
2006-02-05,6.79166666666667,"NW"
2006-02-06,6.20833333333333,"WNW"
2006-02-07,6.54166666666667,"WNW"
2006-02-08,4.91666666666667,"SSW"
2006-02-09,5.125,"E"
2006-02-10,7.41666666666667,"E"
2006-02-11,4.91666666666667,"ESE"
2006-02-12,6.08333333333333,"NNW"
2006-02-13,5.625,"NW"
2006-02-14,5.75,"SSE"
2006-02-15,4.95833333333333,"E"
2006-02-16,5.625,"WNW"
2006-02-17,5.25,"NE"
2006-02-18,5.58333333333333,"NE"
2006-02-19,6.83333333333333,"NE"
2006-02-20,6.25,"ENE"
2006-02-21,6.625,"NE"
2006-02-22,12.1666666666667,"NW"
2006-02-23,9.95833333333333,"WNW"
2006-02-24,10.7916666666667,"NW"
2006-02-25,13,"NW"
2006-02-26,8.70833333333333,"W"
2006-02-27,4.16666666666667,"ESE"
2006-02-28,6.625,"ENE"
2006-03-01,6.16666666666667,"NE"
2006-03-02,4.58333333333333,"SE"
2006-03-03,4.70833333333333,"NNE"
2006-03-04,7.33333333333333,"N"
2006-03-05,9.625,"WNW"
2006-03-06,4.41666666666667,"ENE"
2006-03-07,4.66666666666667,"E"
2006-03-08,5.375,"NE"
2006-03-09,5.375,"NE"
2006-03-10,3.83333333333333,"SSE"
2006-03-11,8.25,"ESE"
2006-03-12,8.20833333333333,"SE"
2006-03-13,8,"E"
2006-03-14,6.41666666666667,"ESE"
2006-03-15,6.125,"SE"
2006-03-16,7.41666666666667,"NE"
2006-03-17,5.625,"NE"
2006-03-18,4.625,"E"
2006-03-19,5.41666666666667,"NE"
2006-03-20,7.29166666666667,"NE"
2006-03-21,5.625,"NNW"
2006-03-22,4.79166666666667,"E"
2006-03-23,5,"SW"
2006-03-24,7.79166666666667,"NW"
2006-03-25,6.125,"NNE"
2006-03-26,7.5,"ESE"
2006-03-27,7.33333333333333,"E"
2006-03-28,6.20833333333333,"E"
2006-03-29,7.125,"NNE"
2006-03-30,6.41666666666667,"SE"
2006-03-31,9.625,"E"
2006-04-01,7.54166666666667,"SE"
2006-04-02,6.04166666666667,"SE"
2006-04-03,6.41666666666667,"ESE"
2006-04-04,7.33333333333333,"ESE"
2006-04-05,6.33333333333333,"E"
2006-04-06,3.41666666666667,"E"
2006-04-07,4.33333333333333,"E"
2006-04-08,5.66666666666667,"SE"
2006-04-09,5.16666666666667,"NE"
2006-04-10,7.125,"WNW"
2006-04-11,7.33333333333333,"WNW"
2006-04-12,5.25,"SW"
2006-04-13,3.875,"SE"
2006-04-14,4.875,"ENE"
2006-04-15,4.54166666666667,"NE"
2006-04-16,5.20833333333333,"S"
2006-04-17,8.58333333333333,"SSE"
2006-04-18,8.125,"ESE"
2006-04-19,7.91666666666667,"ESE"
2006-04-20,6.70833333333333,"ENE"
2006-04-21,8.5,"WNW"
2006-04-22,6.625,"NW"
2006-04-23,4.33333333333333,"WNW"
2006-04-24,4.875,"SE"
2006-04-25,6.54166666666667,"NE"
2006-04-26,6.70833333333333,"SSE"
2006-04-27,4.875,"SE"
2006-04-28,6.20833333333333,"E"
2006-04-29,6.04166666666667,"SE"
2006-04-30,4.04166666666667,"SSE"
2006-05-01,3.125,"SSE"
2006-05-02,3.5,"S"
2006-05-03,3.875,"S"
2006-05-04,2.91666666666667,"SE"
2006-05-05,5.08333333333333,"ESE"
2006-05-06,6.5,"SE"
2006-05-07,5.91666666666667,"SE"
2006-05-08,5.58333333333333,"E"
2006-05-09,4.375,"SSE"
2006-05-10,3.33333333333333,"SSE"
2006-05-11,6.75,"SSW"
2006-05-12,6.79166666666667,"SSW"
2006-05-13,4.625,"SSE"
2006-05-14,5.375,"SSE"
2006-05-15,5.83333333333333,"ESE"
2006-05-16,6.83333333333333,"E"
2006-05-17,5.45833333333333,"NE"
2006-05-18,5.70833333333333,"NE"
2006-05-19,5.29166666666667,"NW"
2006-05-20,7.79166666666667,"NW"
2006-05-21,5,"SSE"
2006-05-22,6.375,"S"
2006-05-23,5.70833333333333,"SSE"
2006-05-24,7.125,"ESE"
2006-05-25,5.95833333333333,"E"
2006-05-26,2.75,"ESE"
2006-05-27,5.54166666666667,"WNW"
2006-05-28,5,"W"
2006-05-29,3.91666666666667,"SE"
2006-05-30,4.5,"SSE"
2006-05-31,6.75,"SSE"
2006-06-01,4.29166666666667,"SE"
2006-06-02,7.54166666666667,"SE"
2006-06-03,8.5,"E"
2006-06-04,6.375,"NNW"
2006-06-05,2.875,"NNE"
2006-06-06,3.79166666666667,"SE"
2006-06-07,3.91666666666667,"NE"
2006-06-08,4.41666666666667,"ESE"
2006-06-09,6.625,"NE"
2006-06-10,4.125,"NNE"
2006-06-11,3.29166666666667,"NW"
2006-06-12,5.33333333333333,"ESE"
2006-06-13,5.79166666666667,"ENE"
2006-06-14,3.08333333333333,"ENE"
2006-06-15,2.83333333333333,"W"
2006-06-16,4.25,"SE"
2006-06-17,4.91666666666667,"E"
2006-06-18,6.45833333333333,"ESE"
2006-06-19,7.16666666666667,"NE"
2006-06-20,4.45833333333333,"NNE"
2006-06-21,6.125,"NW"
2006-06-22,3.5,"SW"
2006-06-23,3.75,"SE"
2006-06-24,6.20833333333333,"NE"
2006-06-25,7.625,"N"
2006-06-26,10.5416666666667,"WNW"
2006-06-27,7,"SSE"
2006-06-28,6.91666666666667,"SE"
2006-06-29,7.45833333333333,"E"
2006-06-30,5.16666666666667,"NE"
2006-07-01,4.66666666666667,"ENE"
2006-07-02,2.79166666666667,"NW"
2006-07-03,2.75,"ESE"
2006-07-04,4.20833333333333,"WNW"
2006-07-05,2.375,"WNW"
2006-07-06,3,"ESE"
2006-07-07,4.54166666666667,"NE"
2006-07-08,4.08333333333333,"NE"
2006-07-09,8.625,"NW"
2006-07-10,5,"NNE"
2006-07-11,6.25,"ENE"
2006-07-12,6.79166666666667,"NE"
2006-07-13,3.5,"NE"
2006-07-14,3.75,"SE"
2006-07-15,4.75,"SE"
2006-07-16,5.70833333333333,"ESE"
2006-07-17,3.83333333333333,"ESE"
2006-07-18,4.16666666666667,"SE"
2006-07-19,4.41666666666667,"W"
2006-07-20,2.625,"W"
2006-07-21,4.875,"W"
2006-07-22,3.83333333333333,"N"
2006-07-23,3.125,"NNE"
2006-07-24,3.04166666666667,"SE"
2006-07-25,3.75,"ENE"
2006-07-26,4.54166666666667,"NW"
2006-07-27,4.08333333333333,"NW"
2006-07-28,5.125,"NW"
2006-07-29,7.33333333333333,"SSE"
2006-07-30,6.33333333333333,"SE"
2006-07-31,5.33333333333333,"SE"
2006-08-01,4.04166666666667,"SSW"
2006-08-02,5.16666666666667,"SE"
2006-08-03,5.16666666666667,"ESE"
2006-08-04,3.29166666666667,"E"
2006-08-05,3.5,"NNE"
2006-08-06,3.125,"NNE"
2006-08-07,5.54166666666667,"E"
2006-08-08,4.375,"NNE"
2006-08-09,6.875,"NNE"
2006-08-10,6.5,"WNW"
2006-08-11,3.83333333333333,"SE"
2006-08-12,4.91666666666667,"NNW"
2006-08-13,4.125,"NNW"
2006-08-14,5.625,"NW"
2006-08-15,4.58333333333333,"NW"
2006-08-16,7.625,"NNW"
2006-08-17,5.70833333333333,"SSE"
2006-08-18,5.25,"SE"
2006-08-19,5.5,"SE"
2006-08-20,4.70833333333333,"NE"
2006-08-21,5.5,"SE"
2006-08-22,5.25,"ESE"
2006-08-23,4.08333333333333,"ESE"
2006-08-24,4.5,"ESE"
2006-08-25,7.08333333333333,"NNE"
2006-08-26,8,"NNW"
2006-08-27,12.0833333333333,"NW"
2006-08-28,5.41666666666667,"ESE"
2006-08-29,8.04166666666667,"SSE"
2006-08-30,10.5833333333333,"E"
2006-08-31,8.625,"NNE"
2006-09-01,9.79166666666667,"NNE"
2006-09-02,13.8333333333333,"NW"
2006-09-03,8,"WNW"
2006-09-04,6.58333333333333,"SSE"
2006-09-05,7.625,"SSE"
2006-09-06,8.16666666666667,"SE"
2006-09-07,10.875,"ENE"
2006-09-08,7.875,"NNE"
2006-09-09,8.70833333333333,"NNE"
2006-09-10,4.04166666666667,"NE"
2006-09-11,3.95833333333333,"NNE"
2006-09-12,3.75,"E"
2006-09-13,4.08333333333333,"NE"
2006-09-14,4.66666666666667,"NW"
2006-09-15,7.125,"NW"
2006-09-16,6.79166666666667,"S"
2006-09-17,5.33333333333333,"S"
2006-09-18,6.33333333333333,"ESE"
2006-09-19,8.125,"E"
2006-09-20,8.29166666666667,"NNE"
2006-09-21,8.375,"WNW"
2006-09-22,4.5,"ESE"
2006-09-23,7.54166666666667,"WNW"
2006-09-24,5.91666666666667,"SSE"
2006-09-25,6.58333333333333,"SE"
2006-09-26,9.95833333333333,"ESE"
2006-09-27,8.375,"SE"
2006-09-28,4.625,"SE"
2006-09-29,5.95833333333333,"SE"
2006-09-30,6.58333333333333,"ESE"
2006-10-01,7.20833333333333,"ENE"
2006-10-02,7.33333333333333,"NNE"
2006-10-03,4.04166666666667,"SSE"
2006-10-04,6.41666666666667,"ENE"
2006-10-05,7.16666666666667,"NNW"
2006-10-06,4.95833333333333,"SSE"
2006-10-07,4.25,"SE"
2006-10-08,5.875,"E"
2006-10-09,7.875,"E"
2006-10-10,7.125,"NE"
2006-10-11,5.83333333333333,"NNW"
2006-10-12,3.375,"NW"
2006-10-13,4.20833333333333,"SE"
2006-10-14,5.375,"ESE"
2006-10-15,5.04166666666667,"SE"
2006-10-16,4.54166666666667,"SSE"
2006-10-17,6.16666666666667,"SSE"
2006-10-18,6.45833333333333,"ESE"
2006-10-19,5.41666666666667,"SE"
2006-10-20,7.79166666666667,"ESE"
2006-10-21,8.54166666666667,"ESE"
2006-10-22,7.375,"ENE"
2006-10-23,8.875,"E"
2006-10-24,7.625,"ENE"
2006-10-25,5.04166666666667,"ESE"
2006-10-26,9.375,"WNW"
2006-10-27,5.08333333333333,"SSE"
2006-10-28,6.375,"SSE"
2006-10-29,6.625,"SE"
2006-10-30,5.25,"SE"
2006-10-31,4.45833333333333,"ESE"
2006-11-01,5.04166666666667,"NNE"
2006-11-02,7.45833333333333,"NNW"
2006-11-03,4.79166666666667,"ESE"
2006-11-04,8.58333333333333,"ESE"
2006-11-05,10,"ESE"
2006-11-06,9.45833333333333,"NNE"
2006-11-07,8.66666666666667,"S"
2006-11-08,8.41666666666667,"ESE"
2006-11-09,8.29166666666667,"ESE"
2006-11-10,6.41666666666667,"SE"
2006-11-11,8.25,"SE"
2006-11-12,8.66666666666667,"SE"
2006-11-13,9.375,"E"
2006-11-14,8.25,"E"
2006-11-15,5.125,"E"
2006-11-16,5.95833333333333,"NE"
2006-11-17,6.20833333333333,"NNE"
2006-11-18,4,"ENE"
2006-11-19,5.04166666666667,"SE"
2006-11-20,7.20833333333333,"S"
2006-11-21,5.58333333333333,"ESE"
2006-11-22,4.875,"E"
2006-11-23,6.04166666666667,"SE"
2006-11-24,5.58333333333333,"E"
2006-11-25,7.20833333333333,"NNW"
2006-11-26,7.20833333333333,"NE"
2006-11-27,4.16666666666667,"ESE"
2006-11-28,5,"E"
2006-11-29,5,"NW"
2006-11-30,7.41666666666667,"ESE"
2006-12-01,10,"ESE"
2006-12-02,8.75,"E"
2006-12-03,6.41666666666667,"NNW"
2006-12-04,6.20833333333333,"NNE"
2006-12-05,5.41666666666667,"NW"
2006-12-06,8.33333333333333,"NW"
2006-12-07,6.54166666666667,"SSW"
2006-12-08,6.25,"E"
2006-12-09,6.375,"E"
2006-12-10,6.91666666666667,"E"
2006-12-11,9.375,"ESE"
2006-12-12,9.5,"E"
2006-12-13,8.08333333333333,"E"
2006-12-14,6.91666666666667,"NE"
2006-12-15,5.75,"NE"
2006-12-16,5.25,"NNE"
2006-12-17,4.54166666666667,"ENE"
2006-12-18,6.75,"NE"
2006-12-19,7.41666666666667,"NW"
2006-12-20,10.7916666666667,"NW"
2006-12-21,11.6666666666667,"NW"
2006-12-22,7.16666666666667,"WNW"
2006-12-23,5.08333333333333,"E"
2006-12-24,7.41666666666667,"WNW"
2006-12-25,10.125,"WNW"
2006-12-26,8.58333333333333,"WNW"
2006-12-27,6,"NNE"
2006-12-28,6.66666666666667,"ESE"
2006-12-29,6.95833333333333,"ESE"
2006-12-30,6.375,"SE"
2006-12-31,8.125,"ENE"
2007-01-01,9.41666666666667,"NNE"
2007-01-02,8.91666666666667,"NNE"
2007-01-03,5.95833333333333,"S"
2007-01-04,5.66666666666667,"WNW"
2007-01-05,11.125,"NNW"
2007-01-06,11.7083333333333,"NNW"
2007-01-07,6.16666666666667,"N"
2007-01-08,6.41666666666667,"SSW"
2007-01-09,3.75,"SSE"
2007-01-10,4.75,"ESE"
2007-01-11,4.08333333333333,"E"
2007-01-12,9,"WNW"
2007-01-13,4.25,"S"
